model,attempt,temperature,top_p,prompt,results,baseline,score
gpt-4o-mini-2024-07-18,177,1.9,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: RODO DE ALUMINIO 60 CM C/CABO,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'RODO DE ALUMINIO 60 CM C/CABO' é Vassouras e escovas, mesmo constituindo partes de máquinas, de aparelhos ou de veículos, vassouras mecânicas de uso manual não motorizadas, pincéis e espanadores; cabeças preparadas para escovas, pincéis e artigos semelhantes; bonecas e rolos para pintura   - Outros",
gpt-4o-mini-2024-07-18,177,1.9,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: RODO DE ALUMINIO 60 CM C/CABO,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'RODO DE ALUMINIO 60 CM C/CABO' é Vassouras e escovas, mesmo constituindo partes de máquinas, de aparelhos ou de veículos, vassouras mecânicas de uso manual não motorizadas, pincéis e espanadores; cabeças preparadas para escovas, pincéis e artigos semelhantes; bonecas e rolos para pintura   - Outros",
gpt-4o-mini-2024-07-18,177,1.9,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: RODO DE ALUMINIO 60 CM C/CABO,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'RODO DE ALUMINIO 60 CM C/CABO' é Vassouras e escovas, mesmo constituindo partes de máquinas, de aparelhos ou de veículos, vassouras mecânicas de uso manual não motorizadas, pincéis e espanadores; cabeças preparadas para escovas, pincéis e artigos semelhantes; bonecas e rolos para pintura   - Outros",
gpt-4o-mini-2024-07-18,178,0.1,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ESP PETERLONGO PRESENCE MOSCATEL ROSE 12X660ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ESP PETERLONGO PRESENCE MOSCATEL ROSE 12X660ML' é Vinhos de uvas frescas, incluindo os vinhos enriquecidos com álcool; mostos de uvas, excluindo os da posição 20.09.  - Vinhos espumantes e vinhos espumosos Outros",
gpt-4o-mini-2024-07-18,178,0.1,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ESP PETERLONGO PRESENCE MOSCATEL ROSE 12X660ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ESP PETERLONGO PRESENCE MOSCATEL ROSE 12X660ML' é Vinhos de uvas frescas, incluindo os vinhos enriquecidos com álcool; mostos de uvas, excluindo os da posição 20.09.  - Vinhos espumantes e vinhos espumosos Outros",
gpt-4o-mini-2024-07-18,178,0.1,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ESP PETERLONGO PRESENCE MOSCATEL ROSE 12X660ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ESP PETERLONGO PRESENCE MOSCATEL ROSE 12X660ML' é Vinhos de uvas frescas, incluindo os vinhos enriquecidos com álcool; mostos de uvas, excluindo os da posição 20.09.  - Vinhos espumantes e vinhos espumosos Outros",
gpt-4o-mini-2024-07-18,178,1.0,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ESP PETERLONGO PRESENCE MOSCATEL ROSE 12X660ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ESP PETERLONGO PRESENCE MOSCATEL ROSE 12X660ML' é Vinhos de uvas frescas, incluindo os vinhos enriquecidos com álcool; mostos de uvas, excluindo os da posição 20.09.  - Vinhos espumantes e vinhos espumosos Outros",
gpt-4o-mini-2024-07-18,178,1.0,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ESP PETERLONGO PRESENCE MOSCATEL ROSE 12X660ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ESP PETERLONGO PRESENCE MOSCATEL ROSE 12X660ML' é Vinhos de uvas frescas, incluindo os vinhos enriquecidos com álcool; mostos de uvas, excluindo os da posição 20.09.  - Vinhos espumantes e vinhos espumosos Outros",
gpt-4o-mini-2024-07-18,178,1.0,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ESP PETERLONGO PRESENCE MOSCATEL ROSE 12X660ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ESP PETERLONGO PRESENCE MOSCATEL ROSE 12X660ML' é Vinhos de uvas frescas, incluindo os vinhos enriquecidos com álcool; mostos de uvas, excluindo os da posição 20.09.  - Vinhos espumantes e vinhos espumosos Outros",
gpt-4o-mini-2024-07-18,178,1.9,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ESP PETERLONGO PRESENCE MOSCATEL ROSE 12X660ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ESP PETERLONGO PRESENCE MOSCATEL ROSE 12X660ML' é Vinhos de uvas frescas, incluindo os vinhos enriquecidos com álcool; mostos de uvas, excluindo os da posição 20.09.  - Vinhos espumantes e vinhos espumosos Outros",
gpt-4o-mini-2024-07-18,178,1.9,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ESP PETERLONGO PRESENCE MOSCATEL ROSE 12X660ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ESP PETERLONGO PRESENCE MOSCATEL ROSE 12X660ML' é Vinhos de uvas frescas, incluindo os vinhos enriquecidos com álcool; mostos de uvas, excluindo os da posição 20.09.  - Vinhos espumantes e vinhos espumosos Outros",
gpt-4o-mini-2024-07-18,178,1.9,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ESP PETERLONGO PRESENCE MOSCATEL ROSE 12X660ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ESP PETERLONGO PRESENCE MOSCATEL ROSE 12X660ML' é Vinhos de uvas frescas, incluindo os vinhos enriquecidos com álcool; mostos de uvas, excluindo os da posição 20.09.  - Vinhos espumantes e vinhos espumosos Outros",
gpt-4o-mini-2024-07-18,179,0.1,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BLOCO SANIT PATO LAVANDA REF 35GR,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BLOCO SANIT PATO LAVANDA REF 35GR' é Inseticidas, rodenticidas, fungicidas, herbicidas, inibidores de germinação e reguladores de crescimento para plantas, desinfetantes e produtos semelhantes, apresentados em formas ou embalagens para venda a retalho ou como preparações ou ainda sob a forma - Outros: -- Desinfetantes Outros",
gpt-4o-mini-2024-07-18,179,0.1,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BLOCO SANIT PATO LAVANDA REF 35GR,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BLOCO SANIT PATO LAVANDA REF 35GR' é Inseticidas, rodenticidas, fungicidas, herbicidas, inibidores de germinação e reguladores de crescimento para plantas, desinfetantes e produtos semelhantes, apresentados em formas ou embalagens para venda a retalho ou como preparações ou ainda sob a forma - Outros: -- Desinfetantes Outros",
gpt-4o-mini-2024-07-18,179,0.1,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BLOCO SANIT PATO LAVANDA REF 35GR,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BLOCO SANIT PATO LAVANDA REF 35GR' é Inseticidas, rodenticidas, fungicidas, herbicidas, inibidores de germinação e reguladores de crescimento para plantas, desinfetantes e produtos semelhantes, apresentados em formas ou embalagens para venda a retalho ou como preparações ou ainda sob a forma - Outros: -- Desinfetantes Outros",
gpt-4o-mini-2024-07-18,179,1.0,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BLOCO SANIT PATO LAVANDA REF 35GR,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BLOCO SANIT PATO LAVANDA REF 35GR' é Inseticidas, rodenticidas, fungicidas, herbicidas, inibidores de germinação e reguladores de crescimento para plantas, desinfetantes e produtos semelhantes, apresentados em formas ou embalagens para venda a retalho ou como preparações ou ainda sob a forma - Outros: -- Desinfetantes Outros",
gpt-4o-mini-2024-07-18,179,1.0,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BLOCO SANIT PATO LAVANDA REF 35GR,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BLOCO SANIT PATO LAVANDA REF 35GR' é Inseticidas, rodenticidas, fungicidas, herbicidas, inibidores de germinação e reguladores de crescimento para plantas, desinfetantes e produtos semelhantes, apresentados em formas ou embalagens para venda a retalho ou como preparações ou ainda sob a forma - Outros: -- Desinfetantes Outros",
gpt-4o-mini-2024-07-18,179,1.0,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BLOCO SANIT PATO LAVANDA REF 35GR,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BLOCO SANIT PATO LAVANDA REF 35GR' é Inseticidas, rodenticidas, fungicidas, herbicidas, inibidores de germinação e reguladores de crescimento para plantas, desinfetantes e produtos semelhantes, apresentados em formas ou embalagens para venda a retalho ou como preparações ou ainda sob a forma - Outros: -- Desinfetantes Outros",
gpt-4o-mini-2024-07-18,179,1.9,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BLOCO SANIT PATO LAVANDA REF 35GR,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BLOCO SANIT PATO LAVANDA REF 35GR' é Inseticidas, rodenticidas, fungicidas, herbicidas, inibidores de germinação e reguladores de crescimento para plantas, desinfetantes e produtos semelhantes, apresentados em formas ou embalagens para venda a retalho ou como preparações ou ainda sob a forma - Outros: -- Desinfetantes Outros",
gpt-4o-mini-2024-07-18,179,1.9,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BLOCO SANIT PATO LAVANDA REF 35GR,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BLOCO SANIT PATO LAVANDA REF 35GR' é Inseticidas, rodenticidas, fungicidas, herbicidas, inibidores de germinação e reguladores de crescimento para plantas, desinfetantes e produtos semelhantes, apresentados em formas ou embalagens para venda a retalho ou como preparações ou ainda sob a forma - Outros: -- Desinfetantes Outros",
gpt-4o-mini-2024-07-18,179,1.9,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BLOCO SANIT PATO LAVANDA REF 35GR,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BLOCO SANIT PATO LAVANDA REF 35GR' é Inseticidas, rodenticidas, fungicidas, herbicidas, inibidores de germinação e reguladores de crescimento para plantas, desinfetantes e produtos semelhantes, apresentados em formas ou embalagens para venda a retalho ou como preparações ou ainda sob a forma - Outros: -- Desinfetantes Outros",
gpt-4o-mini-2024-07-18,180,0.1,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: SOLUC B COLGATE PLAX L500P350ML. MINT,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'SOLUC B COLGATE PLAX L500P350ML. MINT' é Preparações para higiene bucal ou dentária, incluindo os pós e cremes para facilitar a aderência de dentaduras; fios utilizados para limpar os espaços interdentais (fios dentais), em embalagens individuais para venda a retalho.   - Outras",
gpt-4o-mini-2024-07-18,180,0.1,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: SOLUC B COLGATE PLAX L500P350ML. MINT,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'SOLUC B COLGATE PLAX L500P350ML. MINT' é Preparações para higiene bucal ou dentária, incluindo os pós e cremes para facilitar a aderência de dentaduras; fios utilizados para limpar os espaços interdentais (fios dentais), em embalagens individuais para venda a retalho.   - Outras",
gpt-4o-mini-2024-07-18,180,0.1,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: SOLUC B COLGATE PLAX L500P350ML. MINT,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'SOLUC B COLGATE PLAX L500P350ML. MINT' é Preparações para higiene bucal ou dentária, incluindo os pós e cremes para facilitar a aderência de dentaduras; fios utilizados para limpar os espaços interdentais (fios dentais), em embalagens individuais para venda a retalho.   - Outras",
gpt-4o-mini-2024-07-18,180,1.0,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: SOLUC B COLGATE PLAX L500P350ML. MINT,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'SOLUC B COLGATE PLAX L500P350ML. MINT' é Preparações para higiene bucal ou dentária, incluindo os pós e cremes para facilitar a aderência de dentaduras; fios utilizados para limpar os espaços interdentais (fios dentais), em embalagens individuais para venda a retalho.   - Outras",
gpt-4o-mini-2024-07-18,180,1.0,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: SOLUC B COLGATE PLAX L500P350ML. MINT,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'SOLUC B COLGATE PLAX L500P350ML. MINT' é Preparações para higiene bucal ou dentária, incluindo os pós e cremes para facilitar a aderência de dentaduras; fios utilizados para limpar os espaços interdentais (fios dentais), em embalagens individuais para venda a retalho.   - Outras",
gpt-4o-mini-2024-07-18,180,1.0,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: SOLUC B COLGATE PLAX L500P350ML. MINT,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'SOLUC B COLGATE PLAX L500P350ML. MINT' é Preparações para higiene bucal ou dentária, incluindo os pós e cremes para facilitar a aderência de dentaduras; fios utilizados para limpar os espaços interdentais (fios dentais), em embalagens individuais para venda a retalho.   - Outras",
gpt-4o-mini-2024-07-18,180,1.9,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: SOLUC B COLGATE PLAX L500P350ML. MINT,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'SOLUC B COLGATE PLAX L500P350ML. MINT' é Preparações para higiene bucal ou dentária, incluindo os pós e cremes para facilitar a aderência de dentaduras; fios utilizados para limpar os espaços interdentais (fios dentais), em embalagens individuais para venda a retalho.   - Outras",
